delivery_risk,delivery_status,late_delivery_risk,customer_segment,department_name,order_item_profit_ratio,order_item_quantity,order_status,shipping_mode,order_year,order_month,order_day,order_hour,order_minute,order_weekend,ship_year,ship_month,ship_day,ship_hour,ship_minute,ship_weekend
1,Late delivery,1,Corporate,Golf,0.119999997,5,PENDING,First Class,2015,7,27,6,32,0,2015,7,29,6,32,0
-2,Advance shipping,0,Home Office,Golf,0.409999996,5,COMPLETE,Standard Class,2016,1,10,1,34,1,2016,1,12,1,34,0
-1,Advance shipping,0,Consumer,Fan Shop,0.159999996,1,PENDING,Standard Class,2016,6,8,5,13,0,2016,6,11,5,13,1
1,Late delivery,1,Consumer,Golf,-0.479999989,3,CLOSED,First Class,2015,3,27,2,30,0,2015,3,29,2,30,1
0,Shipping on time,0,Consumer,Fan Shop,0.25999999,1,COMPLETE,Standard Class,2015,1,3,1,44,1,2015,1,7,1,44,0
1,Late delivery,1,Home Office,Fan Shop,-0.670000017,1,COMPLETE,First Class,2016,7,4,9,2,0,2016,7,6,9,2,0
-2,Advance shipping,0,Consumer,Apparel,0.319999993,4,COMPLETE,Standard Class,2016,9,4,17,42,1,2016,9,6,17,42,0
-2,Advance shipping,0,Consumer,Golf,0.349999994,5,COMPLETE,Standard Class,2015,11,20,9,53,0,2015,11,22,9,53,1
3,Late delivery,1,Consumer,Fan Shop,0.25999999,1,PENDING,Second Class,2016,9,21,10,9,0,2016,9,26,10,9,0
2,Late delivery,1,Consumer,Apparel,0.129999995,1,COMPLETE,Standard Class,2015,12,15,15,37,0,2015,12,21,15,37,0
-1,Advance shipping,0,Consumer,Golf,0.300000012,5,COMPLETE,Standard Class,2016,10,19,6,36,0,2016,10,22,6,36,1
0,Shipping on time,0,Consumer,Golf,-0.479999989,4,PROCESSING,Second Class,2016,6,15,15,32,0,2016,6,17,15,32,0
1,Late delivery,1,Consumer,Fan Shop,0.100000001,3,COMPLETE,Second Class,2015,12,3,8,17,0,2015,12,6,8,17,1
-1,Advance shipping,0,Home Office,Fan Shop,0.109999999,1,PROCESSING,Standard Class,2016,6,1,8,33,0,2016,6,4,8,33,1
-1,Advance shipping,0,Corporate,Fan Shop,0.079999998,1,PROCESSING,Standard Class,2015,7,12,11,38,1,2015,7,15,11,38,0
2,Late delivery,1,Consumer,Fan Shop,-1.080000043,5,PROCESSING,Standard Class,2015,3,15,11,38,1,2015,3,21,11,38,1
1,Late delivery,1,Corporate,Golf,0.430000007,2,COMPLETE,Same Day,2015,2,28,15,41,1,2015,3,1,3,41,1
1,Late delivery,1,Home Office,Fan Shop,0.419999987,1,PENDING,First Class,2015,8,22,8,15,1,2015,8,24,8,15,0
1,Late delivery,1,Consumer,Fan Shop,0.479999989,1,PENDING,First Class,2016,11,16,12,10,0,2016,11,18,12,10,0
1,Late delivery,1,Consumer,Fan Shop,-0.109999999,1,CLOSED,First Class,2017,7,9,7,49,1,2017,7,11,7,49,0
0,Shipping on time,0,Home Office,Golf,0.100000001,2,PROCESSING,Second Class,2015,1,12,12,46,0,2015,1,14,12,46,0
2,Late delivery,1,Consumer,Fan Shop,0.090000004,1,PENDING_PAYMENT,Second Class,2015,3,14,5,9,1,2015,3,18,5,9,0
1,Late delivery,1,Corporate,Outdoors,0.0,5,PROCESSING,First Class,2016,6,13,0,50,0,2016,6,15,0,50,0
-1,Advance shipping,0,Home Office,Golf,-0.170000002,2,PENDING,Standard Class,2015,8,11,11,36,0,2015,8,14,11,36,0
1,Late delivery,1,Corporate,Apparel,0.109999999,3,PENDING_PAYMENT,Second Class,2017,9,5,8,26,0,2017,9,8,8,26,0
3,Late delivery,1,Consumer,Apparel,0.289999992,1,CLOSED,Second Class,2017,5,27,14,0,1,2017,6,1,14,0,0
2,Late delivery,1,Corporate,Outdoors,0.49000001,2,PENDING_PAYMENT,Second Class,2016,11,28,13,54,0,2016,12,2,13,54,0
2,Late delivery,1,Corporate,Apparel,0.050000001,4,PENDING_PAYMENT,Standard Class,2016,8,30,9,29,0,2016,9,5,9,29,0
3,Late delivery,1,Consumer,Apparel,0.5,4,PENDING,Second Class,2016,4,5,9,9,0,2016,4,10,9,9,1
1,Late delivery,1,Home Office,Fan Shop,0.479999989,2,ON_HOLD,Standard Class,2016,4,13,13,21,0,2016,4,18,13,21,0
-1,Advance shipping,0,Home Office,Fan Shop,0.25999999,1,PENDING_PAYMENT,Standard Class,2017,9,1,4,35,0,2017,9,4,4,35,0
0,Shipping on time,0,Corporate,Golf,0.389999986,2,CLOSED,Standard Class,2017,9,10,6,9,1,2017,9,14,6,9,0
0,Shipping on time,0,Corporate,Fan Shop,0.310000002,4,COMPLETE,Standard Class,2017,5,23,11,33,0,2017,5,27,11,33,1
-2,Advance shipping,0,Consumer,Fan Shop,0.189999998,2,PENDING_PAYMENT,Standard Class,2016,4,7,17,55,0,2016,4,9,17,55,1
1,Late delivery,1,Home Office,Apparel,0.449999988,1,COMPLETE,Standard Class,2015,12,24,9,29,0,2015,12,29,9,29,0
-2,Advance shipping,0,Consumer,Fan Shop,0.469999999,1,COMPLETE,Standard Class,2016,1,22,20,7,0,2016,1,24,20,7,1
0,Shipping on time,0,Home Office,Outdoors,0.360000014,2,PENDING_PAYMENT,Standard Class,2016,11,30,7,57,0,2016,12,4,7,57,1
1,Late delivery,1,Home Office,Fan Shop,0.469999999,4,PENDING_PAYMENT,Standard Class,2016,12,13,1,6,0,2016,12,18,1,6,1
0,Shipping on time,0,Consumer,Golf,-0.129999995,4,PENDING_PAYMENT,Second Class,2016,4,23,17,32,1,2016,4,25,17,32,0
1,Late delivery,1,Consumer,Golf,0.280000001,1,COMPLETE,First Class,2015,6,28,9,12,1,2015,6,30,9,12,0
-1,Advance shipping,0,Corporate,Fan Shop,0.349999994,2,COMPLETE,Standard Class,2015,5,15,21,32,0,2015,5,18,21,32,0
1,Late delivery,1,Consumer,Apparel,0.479999989,3,PENDING_PAYMENT,Standard Class,2015,8,7,3,11,0,2015,8,12,3,11,0
-2,Advance shipping,0,Consumer,Outdoors,0.0,2,PENDING,Standard Class,2015,10,27,2,33,0,2015,10,29,2,33,0
4,Late delivery,1,Home Office,Fan Shop,0.300000012,1,COMPLETE,Second Class,2016,10,22,21,29,1,2016,10,28,21,29,0
0,Shipping on time,0,Consumer,Fan Shop,0.479999989,1,ON_HOLD,Standard Class,2015,6,20,12,43,1,2015,6,24,12,43,0
3,Late delivery,1,Consumer,Fan Shop,0.469999999,1,ON_HOLD,Second Class,2017,12,5,21,48,0,2017,12,10,21,48,1
-2,Shipping canceled,0,Consumer,Apparel,0.49000001,3,CANCELED,Standard Class,2016,1,30,20,49,1,2016,2,1,20,49,0
1,Late delivery,1,Home Office,Footwear,0.340000004,5,COMPLETE,First Class,2017,8,8,4,58,0,2017,8,10,4,58,0
1,Late delivery,1,Consumer,Golf,0.460000008,4,PENDING,First Class,2017,2,21,15,1,0,2017,2,23,15,1,0
-2,Advance shipping,0,Consumer,Fan Shop,0.449999988,1,CLOSED,Standard Class,2016,6,10,5,55,0,2016,6,12,5,55,1
0,Shipping on time,0,Consumer,Footwear,0.479999989,3,COMPLETE,Same Day,2016,12,16,4,25,0,2016,12,16,16,25,0
2,Late delivery,1,Corporate,Apparel,0.129999995,3,PENDING_PAYMENT,Standard Class,2017,4,30,21,13,1,2017,5,6,21,13,1
0,Shipping on time,0,Consumer,Outdoors,0.25999999,1,COMPLETE,Standard Class,2015,9,30,17,8,0,2015,10,4,17,8,1
0,Shipping on time,0,Consumer,Golf,0.059999999,5,PENDING_PAYMENT,Same Day,2016,5,16,4,43,0,2016,5,16,16,43,0
-2,Advance shipping,0,Consumer,Fan Shop,0.07,1,COMPLETE,Standard Class,2016,7,28,11,48,0,2016,7,30,11,48,1
-2,Advance shipping,0,Consumer,Apparel,0.280000001,1,COMPLETE,Standard Class,2015,1,9,0,41,0,2015,1,11,0,41,1
2,Late delivery,1,Consumer,Apparel,0.280000001,2,COMPLETE,Standard Class,2015,1,27,11,31,0,2015,2,2,11,31,0
-1,Advance shipping,0,Consumer,Footwear,0.360000014,3,PENDING,Standard Class,2016,6,21,8,31,0,2016,6,24,8,31,0
-2,Advance shipping,0,Consumer,Golf,0.090000004,5,ON_HOLD,Standard Class,2016,3,29,14,57,0,2016,3,31,14,57,0
1,Late delivery,1,Corporate,Apparel,0.5,5,PROCESSING,First Class,2016,7,7,1,30,0,2016,7,9,1,30,1
1,Late delivery,1,Consumer,Fitness,0.200000003,5,COMPLETE,First Class,2015,7,7,13,13,0,2015,7,9,13,13,0
1,Late delivery,1,Corporate,Fan Shop,0.49000001,3,COMPLETE,First Class,2016,8,26,15,5,0,2016,8,28,15,5,1
1,Shipping canceled,0,Home Office,Fan Shop,-0.670000017,5,SUSPECTED_FRAUD,First Class,2017,8,22,1,27,0,2017,8,24,1,27,0
0,Shipping on time,0,Corporate,Apparel,0.49000001,4,COMPLETE,Second Class,2016,5,10,1,56,0,2016,5,12,1,56,0
-1,Advance shipping,0,Consumer,Golf,0.079999998,1,PROCESSING,Standard Class,2016,3,19,8,18,1,2016,3,22,8,18,0
0,Shipping on time,0,Corporate,Golf,0.239999995,2,COMPLETE,Standard Class,2016,9,7,16,28,0,2016,9,11,16,28,1
2,Late delivery,1,Consumer,Golf,0.360000014,5,PENDING_PAYMENT,Second Class,2016,11,19,3,56,1,2016,11,23,3,56,0
-2,Advance shipping,0,Consumer,Golf,-1.75,2,CLOSED,Standard Class,2017,8,9,21,58,0,2017,8,11,21,58,0
4,Late delivery,1,Consumer,Fan Shop,0.330000013,1,PENDING_PAYMENT,Second Class,2015,8,26,17,0,0,2015,9,1,17,0,0
-2,Advance shipping,0,Consumer,Apparel,-0.25,1,PENDING_PAYMENT,Standard Class,2015,10,1,9,57,0,2015,10,3,9,57,1
-1,Advance shipping,0,Consumer,Fan Shop,-0.059999999,1,PENDING_PAYMENT,Standard Class,2016,1,15,2,47,0,2016,1,18,2,47,0
-2,Advance shipping,0,Home Office,Fan Shop,0.200000003,1,COMPLETE,Standard Class,2015,12,27,2,59,1,2015,12,29,2,59,0
4,Late delivery,1,Corporate,Fan Shop,-0.109999999,1,PENDING,Second Class,2015,3,12,8,18,0,2015,3,18,8,18,0
1,Late delivery,1,Consumer,Apparel,0.300000012,4,COMPLETE,First Class,2016,7,9,14,6,1,2016,7,11,14,6,0
1,Late delivery,1,Home Office,Golf,0.389999986,2,COMPLETE,First Class,2015,8,18,13,31,0,2015,8,20,13,31,0
1,Late delivery,1,Consumer,Apparel,-0.050000001,1,CLOSED,First Class,2015,11,19,0,36,0,2015,11,21,0,36,1
-1,Advance shipping,0,Consumer,Apparel,0.469999999,2,CLOSED,Standard Class,2017,1,24,6,39,0,2017,1,27,6,39,0
1,Late delivery,1,Home Office,Fan Shop,-0.200000003,1,PAYMENT_REVIEW,First Class,2015,6,2,3,38,0,2015,6,4,3,38,0
2,Late delivery,1,Home Office,Fan Shop,0.189999998,1,PENDING,Second Class,2017,12,6,9,42,0,2017,12,10,9,42,1
4,Late delivery,1,Consumer,Apparel,-0.129999995,1,COMPLETE,Second Class,2017,8,30,2,50,0,2017,9,5,2,50,0
1,Late delivery,1,Consumer,Health and Beauty ,0.079999998,1,PENDING_PAYMENT,First Class,2017,11,18,22,21,1,2017,11,20,22,21,0
0,Shipping on time,0,Consumer,Fan Shop,0.460000008,1,PENDING,Second Class,2017,5,1,4,35,0,2017,5,3,4,35,0
2,Late delivery,1,Corporate,Fan Shop,-0.209999993,2,PENDING_PAYMENT,Standard Class,2016,3,13,21,59,1,2016,3,19,21,59,1
3,Shipping canceled,0,Home Office,Footwear,0.039999999,3,CANCELED,Second Class,2015,4,5,11,46,1,2015,4,10,11,46,0
-1,Advance shipping,0,Home Office,Golf,-0.159999996,5,PROCESSING,Standard Class,2016,6,26,5,53,1,2016,6,29,5,53,0
1,Late delivery,1,Consumer,Golf,-0.270000011,4,PENDING_PAYMENT,Standard Class,2016,1,25,13,59,0,2016,1,30,13,59,1
1,Late delivery,1,Consumer,Footwear,0.180000007,2,COMPLETE,Standard Class,2017,6,5,1,12,0,2017,6,10,1,12,1
0,Shipping on time,0,Corporate,Fan Shop,0.270000011,5,PENDING_PAYMENT,Standard Class,2016,3,5,6,34,1,2016,3,9,6,34,0
0,Shipping on time,0,Consumer,Footwear,0.400000006,5,PROCESSING,Standard Class,2015,7,29,15,38,0,2015,8,2,15,38,1
1,Late delivery,1,Consumer,Golf,0.02,4,PENDING_PAYMENT,First Class,2015,5,10,2,47,1,2015,5,12,2,47,0
1,Late delivery,1,Home Office,Fan Shop,0.039999999,1,COMPLETE,Standard Class,2018,1,14,16,29,1,2018,1,19,16,29,0
1,Late delivery,1,Home Office,Apparel,-0.059999999,1,COMPLETE,First Class,2016,7,21,8,50,0,2016,7,23,8,50,1
4,Late delivery,1,Consumer,Apparel,0.460000008,1,COMPLETE,Second Class,2016,3,17,20,34,0,2016,3,23,20,34,0
-1,Advance shipping,0,Home Office,Outdoors,0.25,4,PENDING_PAYMENT,Standard Class,2016,10,30,0,7,1,2016,11,2,0,7,0
0,Shipping on time,0,Consumer,Fan Shop,0.119999997,5,COMPLETE,Second Class,2017,8,17,12,8,0,2017,8,19,12,8,1
-2,Advance shipping,0,Consumer,Discs Shop,0.449999988,1,COMPLETE,Standard Class,2017,12,9,5,19,1,2017,12,11,5,19,0
1,Late delivery,1,Corporate,Golf,-0.129999995,5,PROCESSING,First Class,2015,3,9,10,35,0,2015,3,11,10,35,0
2,Shipping canceled,0,Consumer,Fan Shop,0.340000004,1,CANCELED,Standard Class,2016,4,13,1,26,0,2016,4,19,1,26,0
2,Late delivery,1,Consumer,Discs Shop,0.469999999,1,COMPLETE,Standard Class,2017,12,31,14,45,1,2018,1,6,14,45,1
2,Late delivery,1,Corporate,Fan Shop,0.360000014,1,ON_HOLD,Standard Class,2015,11,22,12,19,1,2015,11,28,12,19,1
1,Late delivery,1,Home Office,Golf,-0.239999995,3,COMPLETE,First Class,2015,2,19,2,54,0,2015,2,21,2,54,1
2,Late delivery,1,Corporate,Fan Shop,0.25999999,1,COMPLETE,Standard Class,2016,4,10,1,37,1,2016,4,16,1,37,1
1,Late delivery,1,Corporate,Discs Shop,0.300000012,1,PENDING,First Class,2018,1,21,14,54,1,2018,1,23,14,54,0
1,Late delivery,1,Consumer,Outdoors,0.449999988,2,CLOSED,First Class,2016,3,28,2,31,0,2016,3,30,2,31,0
1,Late delivery,1,Consumer,Fan Shop,0.270000011,1,PENDING,First Class,2017,3,7,4,50,0,2017,3,9,4,50,0
-2,Advance shipping,0,Corporate,Apparel,-1.649999976,3,PROCESSING,Standard Class,2017,8,8,16,11,0,2017,8,10,16,11,0
-2,Advance shipping,0,Home Office,Footwear,0.109999999,2,PENDING_PAYMENT,Standard Class,2016,3,3,10,5,0,2016,3,5,10,5,1
0,Shipping on time,0,Home Office,Golf,-0.239999995,5,PROCESSING,Second Class,2016,7,29,14,5,0,2016,7,31,14,5,1
1,Shipping canceled,0,Consumer,Apparel,0.029999999,1,CANCELED,First Class,2017,2,20,16,14,0,2017,2,22,16,14,0
1,Late delivery,1,Corporate,Apparel,0.310000002,1,ON_HOLD,Standard Class,2016,1,19,0,20,0,2016,1,24,0,20,1
0,Shipping on time,0,Consumer,Apparel,0.349999994,1,CLOSED,Same Day,2016,3,4,3,57,0,2016,3,4,15,57,0
3,Late delivery,1,Consumer,Fan Shop,-1.5,1,COMPLETE,Second Class,2016,7,10,19,11,1,2016,7,15,19,11,0
1,Late delivery,1,Corporate,Outdoors,0.100000001,1,PENDING_PAYMENT,Second Class,2017,5,12,19,27,0,2017,5,15,19,27,0
0,Shipping on time,0,Consumer,Outdoors,0.409999996,1,PROCESSING,Standard Class,2017,11,14,8,41,0,2017,11,18,8,41,1
1,Late delivery,1,Consumer,Footwear,-0.829999983,1,COMPLETE,First Class,2016,9,10,16,39,1,2016,9,12,16,39,0
-2,Advance shipping,0,Consumer,Apparel,0.469999999,2,PENDING_PAYMENT,Standard Class,2017,5,24,6,8,0,2017,5,26,6,8,0
2,Late delivery,1,Consumer,Golf,0.180000007,4,PENDING_PAYMENT,Standard Class,2017,8,30,9,51,0,2017,9,5,9,51,0
2,Late delivery,1,Consumer,Apparel,0.400000006,1,PROCESSING,Standard Class,2017,7,30,9,22,1,2017,8,5,9,22,1
1,Late delivery,1,Consumer,Discs Shop,0.0,1,COMPLETE,First Class,2017,12,21,1,27,0,2017,12,23,1,27,1
0,Shipping on time,0,Corporate,Footwear,0.140000001,2,PROCESSING,Second Class,2017,8,1,14,16,0,2017,8,3,14,16,0
0,Shipping on time,0,Corporate,Apparel,0.180000007,1,PROCESSING,Standard Class,2015,1,4,0,31,1,2015,1,8,0,31,0
1,Late delivery,1,Corporate,Golf,0.479999989,3,PENDING_PAYMENT,Standard Class,2016,12,3,18,38,1,2016,12,8,18,38,0
0,Shipping on time,0,Home Office,Fan Shop,0.360000014,3,PROCESSING,Standard Class,2016,10,25,18,52,0,2016,10,29,18,52,1
-1,Advance shipping,0,Corporate,Apparel,0.49000001,2,COMPLETE,Standard Class,2016,6,30,6,14,0,2016,7,3,6,14,1
1,Shipping canceled,0,Consumer,Fan Shop,0.039999999,1,CANCELED,Standard Class,2017,4,19,1,6,0,2017,4,24,1,6,0
2,Late delivery,1,Consumer,Footwear,0.49000001,1,COMPLETE,Standard Class,2016,11,26,20,34,1,2016,12,2,20,34,0
1,Late delivery,1,Consumer,Outdoors,0.340000004,3,COMPLETE,Second Class,2016,8,28,14,23,1,2016,8,31,14,23,0
-2,Advance shipping,0,Consumer,Apparel,0.0,1,PENDING_PAYMENT,Standard Class,2016,7,18,4,49,0,2016,7,20,4,49,0
0,Shipping on time,0,Consumer,Golf,-0.800000012,5,PROCESSING,Second Class,2017,6,11,5,3,1,2017,6,13,5,3,0
1,Late delivery,1,Home Office,Apparel,0.180000007,1,ON_HOLD,First Class,2016,12,27,22,6,0,2016,12,29,22,6,0
-1,Shipping canceled,0,Consumer,Fan Shop,0.170000002,3,CANCELED,Standard Class,2016,3,31,12,51,0,2016,4,3,12,51,1
1,Late delivery,1,Consumer,Fan Shop,0.270000011,1,PROCESSING,First Class,2017,1,30,16,27,0,2017,2,1,16,27,0
2,Late delivery,1,Corporate,Golf,0.079999998,3,CLOSED,Standard Class,2016,11,24,5,30,0,2016,11,30,5,30,0
2,Late delivery,1,Corporate,Apparel,0.479999989,1,COMPLETE,Second Class,2015,9,30,1,22,0,2015,10,4,1,22,1
2,Late delivery,1,Consumer,Fan Shop,0.479999989,5,COMPLETE,Standard Class,2017,1,24,4,12,0,2017,1,30,4,12,0
1,Late delivery,1,Corporate,Apparel,0.100000001,2,COMPLETE,First Class,2016,8,24,7,2,0,2016,8,26,7,2,0
3,Late delivery,1,Consumer,Discs Shop,0.330000013,1,PENDING_PAYMENT,Second Class,2018,1,23,12,26,0,2018,1,28,12,26,1
4,Late delivery,1,Consumer,Footwear,0.270000011,2,PROCESSING,Second Class,2016,2,10,8,43,0,2016,2,16,8,43,0
1,Late delivery,1,Corporate,Apparel,0.109999999,4,COMPLETE,First Class,2015,5,1,2,17,0,2015,5,3,2,17,1
1,Late delivery,1,Consumer,Fan Shop,0.270000011,1,PENDING_PAYMENT,Same Day,2015,1,3,19,36,1,2015,1,4,7,36,1
-1,Advance shipping,0,Corporate,Fan Shop,-0.230000004,1,PENDING,Standard Class,2015,2,2,13,37,0,2015,2,5,13,37,0
-1,Advance shipping,0,Home Office,Apparel,0.340000004,1,COMPLETE,Standard Class,2017,5,4,20,31,0,2017,5,7,20,31,1
1,Late delivery,1,Home Office,Fan Shop,-0.270000011,1,PENDING_PAYMENT,First Class,2015,1,10,9,16,1,2015,1,12,9,16,0
1,Late delivery,1,Consumer,Golf,0.449999988,3,COMPLETE,Standard Class,2015,8,14,15,37,0,2015,8,19,15,37,0
2,Late delivery,1,Consumer,Golf,0.289999992,1,COMPLETE,Second Class,2015,9,2,23,28,0,2015,9,6,23,28,1
-1,Advance shipping,0,Home Office,Apparel,0.0,5,COMPLETE,Standard Class,2016,10,14,7,29,0,2016,10,17,7,29,0
2,Late delivery,1,Consumer,Apparel,0.0,1,COMPLETE,Second Class,2015,7,5,8,19,1,2015,7,9,8,19,0
1,Late delivery,1,Consumer,Fitness,0.25999999,4,PAYMENT_REVIEW,Same Day,2016,7,8,20,56,0,2016,7,9,8,56,1
-1,Advance shipping,0,Consumer,Apparel,-2.700000048,5,COMPLETE,Standard Class,2015,10,28,15,41,0,2015,10,31,15,41,1
2,Late delivery,1,Corporate,Footwear,0.289999992,3,COMPLETE,Standard Class,2016,9,28,10,40,0,2016,10,4,10,40,0
1,Late delivery,1,Corporate,Fan Shop,0.039999999,1,PENDING,Standard Class,2015,4,18,16,50,1,2015,4,23,16,50,0
1,Late delivery,1,Home Office,Apparel,0.079999998,3,PROCESSING,Second Class,2015,8,17,18,14,0,2015,8,20,18,14,0
1,Late delivery,1,Consumer,Footwear,0.479999989,5,PENDING,Second Class,2015,1,19,8,1,0,2015,1,22,8,1,0
0,Shipping on time,0,Home Office,Apparel,0.300000012,1,PENDING,Second Class,2017,7,7,23,56,0,2017,7,9,23,56,1
2,Late delivery,1,Consumer,Apparel,0.409999996,3,PENDING,Second Class,2015,11,6,12,0,0,2015,11,10,12,0,0
0,Shipping on time,0,Home Office,Apparel,0.25999999,3,PENDING,Second Class,2017,4,6,3,44,0,2017,4,8,3,44,1
0,Shipping on time,0,Home Office,Apparel,0.49000001,1,PENDING,Standard Class,2016,3,30,19,41,0,2016,4,3,19,41,1
1,Late delivery,1,Consumer,Fan Shop,0.079999998,1,CLOSED,First Class,2016,4,21,5,38,0,2016,4,23,5,38,1
4,Late delivery,1,Corporate,Fan Shop,0.330000013,5,PENDING_PAYMENT,Second Class,2015,6,4,8,32,0,2015,6,10,8,32,0
1,Late delivery,1,Consumer,Fan Shop,-0.170000002,3,ON_HOLD,Standard Class,2017,4,18,4,4,0,2017,4,23,4,4,1
-2,Advance shipping,0,Consumer,Outdoors,0.430000007,1,COMPLETE,Standard Class,2015,3,7,14,47,1,2015,3,9,14,47,0
0,Shipping on time,0,Consumer,Golf,0.270000011,4,PENDING,Standard Class,2017,4,10,10,3,0,2017,4,14,10,3,0
-1,Advance shipping,0,Corporate,Golf,0.02,3,PENDING_PAYMENT,Standard Class,2015,1,7,19,15,0,2015,1,10,19,15,1
3,Late delivery,1,Consumer,Golf,0.039999999,3,PENDING_PAYMENT,Second Class,2016,1,21,10,8,0,2016,1,26,10,8,0
0,Shipping on time,0,Home Office,Fan Shop,0.469999999,1,PROCESSING,Standard Class,2016,7,10,15,20,1,2016,7,14,15,20,0
0,Shipping on time,0,Corporate,Apparel,0.330000013,1,PROCESSING,Standard Class,2016,5,9,14,22,0,2016,5,13,14,22,0
2,Late delivery,1,Consumer,Footwear,0.340000004,1,PENDING,Standard Class,2017,9,11,16,8,0,2017,9,17,16,8,1
2,Late delivery,1,Consumer,Golf,-0.829999983,2,ON_HOLD,Standard Class,2016,7,27,21,26,0,2016,8,2,21,26,0
1,Late delivery,1,Consumer,Fitness,0.079999998,2,COMPLETE,First Class,2017,3,12,12,1,1,2017,3,14,12,1,0
1,Late delivery,1,Consumer,Fan Shop,0.449999988,1,COMPLETE,Standard Class,2017,7,23,7,6,1,2017,7,28,7,6,0
2,Shipping canceled,0,Consumer,Technology,0.079999998,1,SUSPECTED_FRAUD,Standard Class,2017,10,16,13,27,0,2017,10,22,13,27,1
-2,Advance shipping,0,Consumer,Footwear,-0.189999998,2,PENDING_PAYMENT,Standard Class,2015,10,19,12,22,0,2015,10,21,12,22,0
1,Late delivery,1,Consumer,Golf,0.289999992,1,PENDING_PAYMENT,Standard Class,2016,5,22,9,16,1,2016,5,27,9,16,0
0,Shipping on time,0,Consumer,Footwear,0.49000001,2,PENDING_PAYMENT,Same Day,2017,5,14,4,2,1,2017,5,14,16,2,1
0,Shipping on time,0,Consumer,Apparel,0.109999999,1,COMPLETE,Standard Class,2015,1,30,21,9,0,2015,2,3,21,9,0
-1,Advance shipping,0,Consumer,Fan Shop,0.340000004,5,COMPLETE,Standard Class,2017,8,7,17,45,0,2017,8,10,17,45,0
0,Shipping on time,0,Consumer,Footwear,0.479999989,2,CLOSED,Standard Class,2015,11,16,13,44,0,2015,11,20,13,44,0
-2,Advance shipping,0,Consumer,Outdoors,0.479999989,3,COMPLETE,Standard Class,2016,4,15,2,50,0,2016,4,17,2,50,1
0,Shipping on time,0,Corporate,Apparel,0.469999999,1,COMPLETE,Standard Class,2015,7,28,15,7,0,2015,8,1,15,7,1
-1,Advance shipping,0,Home Office,Apparel,0.25999999,1,COMPLETE,Standard Class,2016,11,16,9,1,0,2016,11,19,9,1,1
0,Shipping on time,0,Home Office,Fan Shop,0.280000001,1,COMPLETE,Second Class,2017,5,18,9,59,0,2017,5,20,9,59,1
-2,Advance shipping,0,Home Office,Fan Shop,-0.25,1,PENDING_PAYMENT,Standard Class,2016,9,7,8,46,0,2016,9,9,8,46,0
0,Shipping canceled,0,Corporate,Apparel,0.059999999,3,CANCELED,Standard Class,2016,7,18,10,46,0,2016,7,22,10,46,0
0,Shipping on time,0,Corporate,Fan Shop,0.330000013,2,COMPLETE,Standard Class,2016,5,29,3,50,1,2016,6,2,3,50,0
1,Late delivery,1,Consumer,Golf,-0.039999999,3,COMPLETE,Standard Class,2017,5,1,3,53,0,2017,5,6,3,53,1
0,Shipping on time,0,Consumer,Golf,0.25999999,4,COMPLETE,Standard Class,2015,12,21,21,34,0,2015,12,25,21,34,0
-2,Advance shipping,0,Consumer,Outdoors,0.270000011,5,PENDING,Standard Class,2016,2,23,19,23,0,2016,2,25,19,23,0
-2,Advance shipping,0,Home Office,Apparel,-0.01,1,CLOSED,Standard Class,2017,6,11,19,4,1,2017,6,13,19,4,0
1,Late delivery,1,Home Office,Fan Shop,0.100000001,1,COMPLETE,First Class,2016,9,8,20,9,0,2016,9,10,20,9,1
1,Late delivery,1,Consumer,Apparel,0.349999994,5,PENDING,First Class,2016,9,6,11,24,0,2016,9,8,11,24,0
1,Late delivery,1,Home Office,Fan Shop,0.01,1,PROCESSING,Standard Class,2017,9,14,5,6,0,2017,9,19,5,6,0
1,Late delivery,1,Consumer,Discs Shop,0.349999994,1,COMPLETE,First Class,2018,1,20,20,41,1,2018,1,22,20,41,0
3,Late delivery,1,Corporate,Footwear,0.079999998,3,PROCESSING,Second Class,2015,9,29,18,42,0,2015,10,4,18,42,1
0,Shipping on time,0,Home Office,Golf,-0.280000001,3,ON_HOLD,Second Class,2015,8,26,6,51,0,2015,8,28,6,51,0
-2,Advance shipping,0,Home Office,Fan Shop,0.460000008,1,PROCESSING,Standard Class,2016,2,15,23,57,0,2016,2,17,23,57,0
0,Shipping on time,0,Corporate,Fan Shop,-1.600000024,1,COMPLETE,Second Class,2016,9,16,20,29,0,2016,9,18,20,29,1
-1,Advance shipping,0,Consumer,Footwear,0.419999987,3,COMPLETE,Standard Class,2016,7,12,23,2,0,2016,7,15,23,2,0
1,Late delivery,1,Home Office,Outdoors,0.159999996,4,PENDING,Second Class,2015,6,4,9,14,0,2015,6,7,9,14,1
1,Late delivery,1,Corporate,Footwear,0.340000004,3,PENDING_PAYMENT,First Class,2015,3,19,7,25,0,2015,3,21,7,25,1
1,Shipping canceled,0,Consumer,Apparel,0.340000004,1,SUSPECTED_FRAUD,Standard Class,2017,4,16,18,48,1,2017,4,21,18,48,0
-1,Advance shipping,0,Corporate,Footwear,0.49000001,5,PENDING,Standard Class,2016,11,8,11,50,0,2016,11,11,11,50,0
-2,Advance shipping,0,Consumer,Health and Beauty ,0.090000004,1,PENDING,Standard Class,2017,11,19,19,22,1,2017,11,21,19,22,0
